symbol,name,reportDate,fiscalDateEnding,estimate,currency
GATX,GATX Corp,2021-01-26,2020-12-31,0.88,USD
GBCI,Glacier Bancorp Inc,2021-01-28,2020-12-31,0.74,USD
GBCI,Glacier Bancorp Inc,2021-04-21,2021-03-31,,USD
GBDC,Golub Capital BDC Inc,2021-02-08,2020-12-31,0.28,USD
GBDCR,GBDCR,2021-02-08,2020-12-31,,USD
GBDCV,GBDCV,2021-02-08,2020-12-31,,USD
GBL,Gamco Investors Inc Class A,2021-02-02,2020-12-31,,USD
GBLI,Global Indemnity Group LLC - Class A,2021-03-04,2020-12-31,,USD
GBLIZ,GBLIZ,2021-03-04,2020-12-31,,USD
GBT,Global Blood Therapeutics Inc,2021-02-24,2020-12-31,-0.94,USD
GBX,Greenbrier Cos. Inc,2021-04-05,2021-02-28,-0.26,USD
GCAP,GCAP,2021-02-25,2020-12-31,,USD
GCAP,GCAP,2021-04-21,2021-03-31,,USD
GCBC,Greene County Bancorp Inc,2021-01-22,2020-12-31,,USD
GCBC,Greene County Bancorp Inc,2021-04-22,2021-03-31,,USD
GCI,Gannett Co Inc,2021-02-25,2020-12-31,-0.32,USD
GCO,Genesco Inc,2021-03-10,2021-02-28,1.92,USD
GCP,GCP Applied Technologies Inc,2021-02-24,2020-12-31,0.23,USD
GD,General Dynamics Corp,2021-01-27,2020-12-31,3.54,USD
GDDY,Godaddy Inc Class A,2021-02-11,2020-12-31,0.36,USD
GDOT,Green Dot Corp Class A,2021-02-17,2020-12-31,0.17,USD
GE,General Electric Company,2021-01-26,2020-12-31,0.09,USD
GEC,Great Elm Capital Group Inc,2021-02-08,2020-12-31,,USD
GEF,Greif Inc - Class A,2021-02-24,2021-01-31,0.54,USD
GEL,Genesis Energy LP,2021-02-17,2020-12-31,-0.02,USD
GEN,Genesis Healthcare Inc - Class A,2021-03-15,2020-12-31,-0.13,USD
GEO,Geo Group Inc,2021-02-10,2020-12-31,0.26,USD
GES,Guess Inc,2021-03-16,2021-02-28,0.56,USD
GGG,Graco Inc,2021-01-25,2020-12-31,0.51,USD
GGG,Graco Inc,2021-04-20,2021-03-31,,USD
GH,Guardant Health Inc,2021-02-22,2020-12-31,-0.57,USD
GHC,Graham Holdings Co. - Class B,2021-02-24,2020-12-31,10.73,USD
GHL,Greenhill & Company Inc,2021-02-04,2020-12-31,1.41,USD
GHM,Graham Corp,2021-01-28,2020-12-31,0.11,USD
GIGM,Gigamedia,2021-04-05,2021-03-31,,USD
GIII,GIII Apparel Group Ltd,2021-03-17,2021-01-31,0.16,USD
GILD,Gilead Sciences Inc,2021-02-02,2020-12-31,1.91,USD
GIS,General Mills Inc,2021-03-16,2021-02-28,0.84,USD
GKOS,Glaukos Corp,2021-02-25,2020-12-31,-0.29,USD
GL,Globe Life Inc,2021-02-02,2020-12-31,1.74,USD
GL,Globe Life Inc,2021-04-20,2021-03-31,,USD
GLAD,Gladstone Capital Corp,2021-02-03,2020-12-31,0.2,USD
GLDD,Great Lakes Dredge Dock Corp,2021-02-17,2020-12-31,0.18,USD
GLIBA,GCI Liberty Inc - Class A,2021-02-08,2020-12-31,-0.27,USD
GLMD,Galmed Pharmaceuticals Ltd,2021-03-10,2020-12-31,-0.36,USD
GLNG,Golar Lng,2021-02-23,2020-12-31,0.09,USD
GLOG,GasLog Ltd,2021-02-04,2020-12-31,0.14,USD
GLOP,GasLog Partners LP,2021-02-04,2020-12-31,0.25,USD
GLP,Global Partners LP,2021-03-04,2020-12-31,-0.04,USD
GLPI,Gaming and Leisure Properties Inc,2021-02-18,2020-12-31,0.57,USD
GLRE,Greenlight Capital Re Ltd - Class A,2021-03-08,2020-12-31,1.15,USD
GLT,Glatfelter Corp,2021-02-04,2020-12-31,0.17,USD
GLUU,Glu Mobile Inc,2021-02-03,2020-12-31,0.12,USD
GLW,Corning Inc,2021-01-27,2020-12-31,0.48,USD
GM,General Motors Company,2021-02-10,2020-12-31,1.79,USD
GME,Gamestop Corporation - Class A,2021-03-24,2021-02-28,1.42,USD
GMED,Globus Medical Inc Class A,2021-02-18,2020-12-31,0.51,USD
GMLP,Golar LNG Partners LP,2021-02-23,2020-12-31,0.23,USD
GMS,GMS Inc,2021-03-03,2021-01-31,0.47,USD
GNC,GNC,2021-03-22,2020-12-31,,USD
GNCIQ,GNCIQ,2021-03-22,2020-12-31,,USD
GNL,Global Net Lease Inc,2021-02-24,2020-12-31,0.04,USD
GNMK,GenMark Diagnostics Inc,2021-02-22,2020-12-31,-0.02,USD
GNRC,Generac Holdings Inc,2021-02-11,2020-12-31,1.97,USD
GNSS,Genasys Inc,2021-02-08,2020-12-31,0.01,USD
GNTX,Gentex Corp,2021-01-29,2020-12-31,0.5,USD
GNTX,Gentex Corp,2021-04-21,2021-03-31,,USD
GNTY,Guaranty Bancshares Inc TX,2021-04-19,2021-03-31,,USD
GNW,Genworth Financial Inc Class A,2021-02-02,2020-12-31,0.2,USD
GO,Grocery Outlet Holding Corp,2021-03-22,2020-12-31,0.23,USD
GOGL,Golden Ocean Group Ltd,2021-02-26,2020-12-31,0.3,USD
GOGO,Gogo Inc,2021-03-11,2020-12-31,-0.42,USD
GOLF,Acushnet Holdings Corp,2021-02-25,2020-12-31,0.13,USD
GOOD,Gladstone Commercial Corp,2021-02-16,2020-12-31,-0.04,USD
GOODN,Gladstone Commercial Corp PRF PERPETUAL USD 25 Ser E,2021-02-10,2020-12-31,,USD
GOOGL,Alphabet Inc - Class A,2021-02-02,2020-12-31,15.75,USD
GPC,Genuine Parts Company,2021-02-17,2020-12-31,1.35,USD
GPI,Group 1 Automotive Inc,2021-02-03,2020-12-31,5.94,USD
GPK,Graphic Packaging Holding Company,2021-02-02,2020-12-31,0.27,USD
GPN,Global Payments Inc,2021-02-10,2020-12-31,1.8,USD
GPOR,GPOR,2021-02-25,2020-12-31,,USD
GPORQ,GPORQ,2021-02-25,2020-12-31,,USD
GPRE,Green Plains Inc,2021-02-08,2020-12-31,-0.26,USD
GPRO,GoPro Inc Class A,2021-02-04,2020-12-31,0.38,USD
GPS,Gap Inc,2021-03-10,2021-01-31,0.19,USD
GRA,WR Grace Company,2021-02-02,2020-12-31,0.86,USD
GRC,The GormanRupp Company,2021-02-05,2020-12-31,,USD
GRC,The GormanRupp Company,2021-04-21,2021-03-31,,USD
GRMN,Garmin Ltd,2021-02-17,2020-12-31,1.38,USD
GROW,U.S. Global Investors Inc - Class A,2021-02-09,2020-12-31,,USD
GRPN,Groupon Inc,2021-02-16,2020-12-31,0.26,USD
GRUB,GrubHub Inc,2021-02-03,2020-12-31,0.04,USD
GRWC,GRWC,2021-02-01,2020-12-31,,USD
GS,Goldman Sachs Group Inc,2021-04-13,2021-03-31,,USD
GSAT,Globalstar Inc,2021-02-25,2020-12-31,,USD
GSBC,Great Southern Bancorp Inc,2021-01-26,2020-12-31,0.98,USD
GSBD,Goldman Sachs BDC Inc,2021-02-18,2020-12-31,0.46,USD
GSHD,Goosehead Insurance Inc - Class A,2021-03-10,2020-12-31,0.18,USD
GSL,Global Ship Lease Inc,2021-03-01,2020-12-31,0.44,USD
GSM,Ferroglobe Plc,2021-03-01,2020-12-31,,USD
GT,Goodyear Tire & Rubber Company,2021-02-09,2020-12-31,0.22,USD
GTES,Gates Industrial Corporation plc,2021-02-02,2020-12-31,0.19,USD
GTLS,Chart Industries Inc,2021-02-11,2020-12-31,0.76,USD
GTLS,Chart Industries Inc,2021-04-21,2021-03-31,,USD
GTN,Gray Television Inc,2021-02-25,2020-12-31,1.82,USD
GTS,TripleS Management Corp Class B,2021-02-25,2020-12-31,,USD
GTY,Getty Realty Corp,2021-02-24,2020-12-31,0.29,USD
GTYH,GTY Technology Holdings Inc,2021-03-10,2020-12-31,-0.05,USD
GVA,Granite Construction Inc,2021-02-20,2020-12-31,,USD
GWB,Great Western Bancorp Inc,2021-01-27,2020-12-31,0.39,USD
GWRE,Guidewire Software Inc,2021-03-02,2021-01-31,-0.01,USD
GWW,W.W. Grainger Inc,2021-02-02,2020-12-31,3.82,USD
GWW,W.W. Grainger Inc,2021-04-21,2021-03-31,,USD
H,Hyatt Hotels Corporation Class A,2021-02-17,2020-12-31,-1.3,USD
HA,Hawaiian Holdings Inc,2021-01-28,2020-12-31,-3.53,USD
HAE,Haemonetics Corp,2021-02-02,2020-12-31,0.65,USD
HAFC,Hanmi Financial Corp,2021-01-26,2020-12-31,0.35,USD
HAIN,Hain Celestial Group Inc,2021-02-04,2020-12-31,0.29,USD
HAL,Halliburton Company,2021-04-19,2021-03-31,,USD
HALO,Halozyme Therapeutics Inc,2021-02-22,2020-12-31,0.53,USD
HARP,Harpoon Therapeutics Inc,2021-03-10,2020-12-31,-0.54,USD
HAS,Hasbro Inc,2021-02-08,2020-12-31,1.13,USD
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,2021-02-18,2020-12-31,0.34,USD
HBAN,Huntington Bancshares Inc,2021-01-22,2020-12-31,0.29,USD
HBAN,Huntington Bancshares Inc,2021-04-21,2021-03-31,,USD
HBANN,Huntington Bancshares Incorporated Depositary Shares each representing a 140th interest in a share of 5875 Series C NonCumulative Perpetual Preferred Stock,2021-04-21,2021-03-31,,USD
HBANO,HBANO,2021-04-21,2021-03-31,,USD
HBCP,Home Bancorp Inc,2021-01-26,2020-12-31,0.78,USD
HBI,Hanesbrands Inc,2021-02-05,2020-12-31,0.29,USD
HBIO,Harvard Bioscience Inc,2021-02-24,2020-12-31,0.07,USD
HBMD,Howard Bancorp Inc,2021-01-27,2020-12-31,0.27,USD
HBNC,Horizon Bancorp Inc (IN),2021-01-27,2020-12-31,0.4,USD
HCA,HCA Healthcare Inc,2021-02-02,2020-12-31,3.56,USD
HCA,HCA Healthcare Inc,2021-04-19,2021-03-31,,USD
HCCI,Heritage-Crystal Clean Inc,2021-03-01,2021-01-31,0.16,USD
HCI,HCI Group Inc,2021-03-03,2020-12-31,-0.05,USD
HCR,HCR,2021-02-17,2020-12-31,,USD
HCRSQ,HCRSQ,2021-02-17,2020-12-31,,USD
HCSG,Healthcare Services Group Inc,2021-02-09,2020-12-31,0.29,USD
HCSG,Healthcare Services Group Inc,2021-04-19,2021-03-31,,USD
HD,Home Depot Inc,2021-02-23,2020-11-30,2.55,USD
HDS,HD Supply Holdings Inc,2021-03-15,2021-01-31,0.35,USD
HE,Hawaiian Electric Industries Inc,2021-02-11,2020-12-31,0.35,USD
HEES,H&E Equipment Services Inc,2021-02-18,2020-12-31,0.33,USD
HEI,Heico Corp,2021-02-23,2021-01-31,0.48,USD
HEIA,HEIA,2021-02-23,2021-01-31,,USD
HEP,Holly Energy Partners LP,2021-02-23,2020-12-31,0.44,USD
HES,Hess Corporation,2021-01-27,2020-12-31,-0.39,USD
HESM,Hess Midstream Partners LP Representing Limited Partner Interests,2021-01-27,2020-12-31,0.38,USD
HFC,HollyFrontier Corp,2021-02-24,2020-12-31,-0.66,USD
HFWA,Heritage Financial Corp,2021-01-28,2020-12-31,0.45,USD
HGV,Hilton Grand Vacations Inc,2021-02-25,2020-12-31,-0.01,USD
HHC,Howard Hughes Corp,2021-02-25,2020-12-31,-0.52,USD
HHS,HHS,2021-03-10,2020-12-31,,USD
HI,Hillenbrand Inc,2021-02-03,2020-12-31,0.66,USD
HIBB,Hibbett Sports Inc,2021-03-18,2021-02-28,1.09,USD
HIFS,Hingham Institution for Savings,2021-04-12,2021-03-31,,USD
HIG,Hartford Financial Services Group Inc,2021-02-04,2020-12-31,1.32,USD
HII,Huntington Ingalls Industries Inc,2021-02-11,2020-12-31,4.56,USD
HIIQ,HIIQ,2021-03-01,2020-12-31,,USD
HIMX,Himax Technologies Inc ADR,2021-02-04,2020-12-31,0.15,USD
HIW,Highwoods Properties Inc,2021-02-09,2020-12-31,0.35,USD
HL,Hecla Mining Company,2021-02-04,2020-12-31,0.03,USD
HLF,Herbalife Nutrition Ltd,2021-02-16,2020-12-31,0.28,USD
HLI,Houlihan Lokey Inc Class A,2021-01-28,2020-12-31,0.95,USD
HLIO,Helios Technologies Inc,2021-02-22,2020-12-31,0.41,USD
HLIT,Harmonic Inc,2021-02-01,2020-12-31,0.15,USD
HLNE,Hamilton Lane Inc Class A,2021-02-02,2020-12-31,0.55,USD
HLT,Hilton Worldwide Holdings Inc,2021-02-09,2020-12-31,0.02,USD
HLX,Helix Energy Solutions Group Inc,2021-02-22,2020-12-31,-0.08,USD
HLX,Helix Energy Solutions Group Inc,2021-04-20,2021-03-31,,USD
HMHC,Houghton Mifflin Harcourt Company,2021-02-25,2020-12-31,-0.51,USD
HMLP,Hoegh LNG Partners LP,2021-02-25,2020-12-31,0.44,USD
HMN,Horace Mann Educators Corp,2021-02-03,2020-12-31,0.89,USD
HMST,HomeStreet Inc,2021-01-25,2020-12-31,1.07,USD
HMSY,HMS Holdings Corp,2021-02-19,2020-12-31,0.43,USD
HMTV,Hemisphere Media Group Inc - Class A,2021-03-01,2020-12-31,0.12,USD
HNI,HNI Corp,2021-02-17,2020-12-31,0.59,USD
HNI,HNI Corp,2021-04-20,2021-03-31,,USD
HOFSQ,HOFSQ,2021-02-22,2020-12-31,,USD
HOG,HarleyDavidson Inc,2021-02-02,2020-12-31,0.13,USD
HOLI,Hollysys Automation Technologies Ltd,2021-02-17,2020-12-31,0.49,USD
HOMB,Home Bancshares Inc,2021-04-14,2021-03-31,,USD
HOME,At Home Group Inc,2021-03-22,2021-01-31,0.64,USD
HON,Honeywell International Inc,2021-01-29,2020-12-31,2,USD
HONE,HarborOne Bancorp Inc,2021-01-25,2020-12-31,0.22,USD
HOPE,Hope Bancorp Inc,2021-01-26,2020-12-31,0.25,USD
HOV,Hovnanian Enterprises Inc - Class A,2021-03-03,2021-01-31,,USD
HP,Helmerich & Payne Inc,2021-02-09,2020-12-31,-0.8,USD
HPE,Hewlett Packard Enterprise Company,2021-03-01,2021-01-31,0.41,USD
HPP,Hudson Pacific Properties Inc,2021-02-18,2020-12-31,0.03,USD
HPQ,HP Inc,2021-02-22,2021-01-31,0.66,USD
HQY,Healthequity Inc,2021-03-15,2021-01-31,0.33,USD
HR,Healthcare Realty Trust Inc,2021-02-10,2020-12-31,0.04,USD
HRB,H&R Block Inc,2021-03-03,2021-01-31,-0.74,USD
HRC,Hill-Rom Holdings Inc,2021-02-05,2020-12-31,1.05,USD
HRI,Herc Holdings Inc,2021-02-25,2020-12-31,1.03,USD
HRI,Herc Holdings Inc,2021-04-21,2021-03-31,,USD
HRL,Hormel Foods Corp,2021-02-18,2021-01-31,0.41,USD
HROW,Harrow Health Inc,2021-03-11,2020-12-31,0.02,USD
HRTH,HRTH,2021-03-10,2020-12-31,-0.09,USD
HRTX,Heron Therapeutics Inc,2021-03-01,2020-12-31,-0.65,USD
HRZN,Horizon Technology Finance Corp,2021-03-01,2020-12-31,0.29,USD
HSC,Harsco Corp,2021-02-25,2020-12-31,0.09,USD
HSIC,Henry Schein Inc,2021-02-18,2020-12-31,0.99,USD
HSII,Heidrick & Struggles International Inc,2021-02-22,2020-12-31,0.34,USD
HST,Host Hotels & Resorts Inc,2021-02-18,2021-01-31,-0.42,USD
HSTM,Healthstream Inc,2021-02-16,2020-12-31,0.04,USD
HSY,Hershey Company,2021-02-04,2020-12-31,1.43,USD
HSY,Hershey Company,2021-04-21,2021-03-31,,USD
HT,Hersha Hospitality Trust,2021-02-23,2020-12-31,-1.09,USD
HTA,Healthcare Trust of America Inc - Class A,2021-02-11,2020-12-31,0.11,USD
HTBI,HomeTrust Bancshares Inc,2021-01-27,2020-12-31,0.27,USD
HTBK,Heritage Commerce Corp,2021-04-21,2021-03-31,,USD
HTGC,Hercules Capital Inc,2021-02-18,2020-12-31,0.33,USD
HTH,Hilltop Holdings Inc,2021-01-28,2020-12-31,1.16,USD
HTHT,Huazhu Group Ltd,2021-03-24,2020-12-31,0.12,CNY
HTLD,Heartland Express Inc,2021-04-19,2021-03-31,,USD
HTLF,Heartland Financial USA Inc,2021-01-25,2020-12-31,1.02,USD
HTLFP,Heartland Financial USA Inc,2021-01-25,2020-12-31,,USD
HTZ,HTZ,2021-02-22,2020-12-31,,USD
HTZGQ,HTZGQ,2021-02-22,2020-12-31,,USD
HUBB,Hubbell Inc,2021-02-02,2020-12-31,1.75,USD
HUBG,Hub Group Inc - Class A,2021-02-04,2020-12-31,0.68,USD
HUBS,HubSpot Inc,2021-02-10,2020-12-31,0.23,USD
HUM,Humana Inc,2021-02-03,2020-12-31,-2.37,USD
HUN,Huntsman Corp,2021-02-12,2020-12-31,0.45,USD
HURC,Hurco Companies Inc,2021-03-04,2021-01-31,,USD
HURN,Huron Consulting Group Inc,2021-02-23,2020-12-31,0.35,USD
HUSA,Houston American Energy Corp,2021-03-29,2020-12-31,,USD
HVT,Haverty Furniture Cos. Inc,2021-02-16,2020-12-31,0.92,USD
HWCC,Houston Wire & Cable Company,2021-03-10,2020-12-31,,USD
HWKN,Hawkins Inc,2021-01-28,2020-12-31,0.62,USD
HWM,Howmet Aerospace Inc,2021-02-03,2020-12-31,0.17,USD
HXL,Hexcel Corp,2021-01-25,2020-12-31,-0.19,USD
HXL,Hexcel Corp,2021-04-19,2021-03-31,,USD
HY,HysterYale Materials Handling Inc Class A,2021-02-23,2020-12-31,,USD
HZNP,Horizon Therapeutics Plc,2021-02-01,2020-12-31,1.02,USD
HZO,Marinemax Inc,2021-04-21,2021-03-31,,USD
I,I,2021-02-18,2020-12-31,,USD
IAA,IAA Inc,2021-03-16,2020-12-31,0.44,USD
IAC,IAC InterActiveCorp.,2021-02-03,2020-12-31,-0.76,USD
IART,Integra Lifesciences Holdings Corp,2021-02-18,2020-12-31,0.73,USD
IBCP,Independent Bank Corporation Ionia MI,2021-01-28,2020-12-31,0.61,USD
IBKCP,IBKCP,2021-01-22,2020-12-31,,USD
IBKCP,IBKCP,2021-04-15,2021-03-31,,USD
IBKR,Interactive Brokers Group Inc Class A,2021-04-19,2021-03-31,,USD
IBM,International Business Machines Corp,2021-04-19,2021-03-31,,USD
IBOC,International Bancshares Corp,2021-02-25,2020-12-31,,USD
IBP,Installed Building Products Inc,2021-02-25,2020-12-31,1.23,USD
IBTX,Independent Bank Group Inc,2021-01-25,2020-12-31,1.33,USD
ICCC,ImmuCell Corp,2021-02-23,2020-12-31,-0.04,USD
ICD,Independence Contract Drilling Inc,2021-02-26,2020-12-31,-2.63,USD
ICE,Intercontinental Exchange Inc,2021-02-04,2020-12-31,1.08,USD
ICFI,ICF International Inc,2021-02-25,2020-12-31,1.13,USD
ICHR,Ichor Holdings Ltd,2021-02-02,2020-12-31,0.69,USD
ICLR,ICON Public Limited Company,2021-02-17,2020-12-31,1.84,USD
ICLR,ICON Public Limited Company,2021-04-20,2021-03-31,,USD
ICON,Iconix Brand Group Inc,2021-03-29,2020-12-31,,USD
ICPT,Intercept Pharmaceuticals Inc,2021-02-23,2020-12-31,-1.47,USD
ICUI,ICU Medical Inc,2021-02-25,2020-12-31,1.51,USD
IDA,Idacorp Inc,2021-02-18,2020-12-31,0.67,USD
IDCC,Interdigital Inc,2021-02-18,2020-12-31,,USD
IDEX,Ideanomics Inc,2021-03-15,2020-12-31,,USD
IDT,IDT Corp - Class B,2021-03-03,2021-01-31,,USD
IDXX,Idexx Laboratories Inc,2021-02-02,2020-12-31,1.39,USD
IEP,Icahn Enterprises L P,2021-02-26,2020-12-31,-0.47,USD
IESC,IES Holdings Inc,2021-02-02,2020-12-31,,USD
IEX,Idex Corporation,2021-02-04,2020-12-31,1.3,USD
IEX,Idex Corporation,2021-04-21,2021-03-31,,USD
IFF,International Flavors & Fragrances Inc,2021-02-10,2020-12-31,1.18,USD
IGC,India Globalization Capital Inc,2021-02-09,2020-12-31,,USD
IGMS,IGM Biosciences Inc,2021-03-24,2020-12-31,-0.85,USD
IGT,International Game Technology,2021-03-01,2020-12-31,0.08,USD
IHC,Independence Holding Company,2021-03-10,2020-12-31,,USD
IHRT,iHeartMedia Inc - Class A New,2021-02-25,2020-12-31,0.35,USD
III,Information Services Group Inc,2021-04-07,2021-03-31,,USD
IIPR,Innovative Industrial Properties Inc,2021-02-24,2020-12-31,1.1,USD
IIVI,IiVi Inc,2021-02-08,2020-12-31,0.89,USD
ILMN,Illumina Inc,2021-01-27,2020-12-31,1.1,USD
ILPT,Industrial Logistics Properties Trust,2021-02-22,2020-12-31,0.23,USD
IMAX,Imax Corp,2021-02-17,2020-12-31,-0.19,USD
IMBI,iMedia Brands Inc - Class A,2021-04-13,2021-02-28,-0.33,USD
IMGN,Immunogen Inc,2021-02-12,2020-12-31,-0.1,USD
IMH,Impac Mortgage Holdings Inc,2021-03-10,2020-12-31,,USD
IMKTA,Ingles Markets Inc - Class A,2021-02-04,2020-12-31,,USD
IMMR,Immersion Corp,2021-03-03,2020-12-31,0.19,USD
IMMU,IMMU,2021-02-25,2020-12-31,,USD
INCY,Incyte Corp,2021-02-11,2020-12-31,0.74,USD
INDB,Independent Bank Corp,2021-04-21,2021-03-31,,USD
INFI,Infinity Pharmaceuticals Inc,2021-03-01,2020-12-31,-0.16,USD
INFN,Infinera Corp,2021-02-23,2020-12-31,0.02,USD
INFO,IHS Markit Ltd,2021-03-22,2021-02-28,0.7,USD
INGR,Ingredion Inc,2021-02-03,2020-12-31,1.46,USD
INMD,Inmode Ltd,2021-02-10,2020-12-31,0.71,USD
INN,Summit Hotel Properties Inc,2021-02-23,2020-12-31,-0.41,USD
INOV,Inovalon Holdings Inc - Class A,2021-02-03,2020-12-31,0.18,USD
INSM,Insmed Inc,2021-02-23,2020-12-31,-0.71,USD
INSP,Inspire Medical Systems Inc,2021-02-23,2020-12-31,-0.48,USD
INT,World Fuel Services Corp,2021-02-25,2020-12-31,0.23,USD
INTC,Intel Corp,2021-04-21,2021-03-31,,USD
INTEQ,INTEQ,2021-02-18,2020-12-31,-1.17,USD
INTL,INTL,2021-02-03,2020-12-31,,USD
INTU,Intuit Inc,2021-02-22,2021-01-31,1.28,USD
INVA,Innoviva Inc,2021-02-03,2020-12-31,0.41,USD
INVH,Invitation Homes Inc,2021-02-16,2020-12-31,0.06,USD
INWK,INWK,2021-03-15,2020-12-31,,USD
IO,ION Geophysical Corp,2021-02-03,2020-12-31,-0.54,USD
IONS,Ionis Pharmaceuticals Inc,2021-02-24,2020-12-31,0.28,USD
IOSP,Innospec Inc,2021-02-16,2020-12-31,0.71,USD
IOVA,Iovance Biotherapeutics Inc,2021-02-23,2020-12-31,-0.44,USD
IP,International Paper Company,2021-02-04,2020-12-31,0.8,USD
IPAR,Inter Parfums Inc,2021-03-01,2020-12-31,0.1,USD
IPG,Interpublic Group Of Cos. Inc,2021-02-10,2020-12-31,0.8,USD
IPG,Interpublic Group Of Cos. Inc,2021-04-20,2021-03-31,,USD
IPGP,IPG Photonics Corp,2021-02-11,2020-12-31,0.95,USD
IPHI,Inphi Corp,2021-02-02,2020-12-31,0.88,USD
IPI,Intrepid Potash Inc,2021-03-01,2020-12-31,-0.14,USD
IPWR,Ideal Power Inc,2021-03-09,2020-12-31,,USD
IQV,IQVIA Holdings Inc,2021-02-10,2020-12-31,2,USD
IR,Ingersoll-Rand Inc,2021-02-15,2020-12-31,0.44,USD
IRBT,Irobot Corp,2021-02-10,2020-12-31,0.21,USD
IRDM,Iridium Communications Inc,2021-02-23,2020-12-31,-0.08,USD
IRET,IRET,2021-02-17,2020-12-31,-0.62,USD
IRM,Iron Mountain Inc,2021-02-11,2020-12-31,0.31,USD
IRT,Independence Realty Trust Inc,2021-02-10,2020-12-31,0.03,USD
IRTC,iRhythm Technologies Inc,2021-02-25,2020-12-31,-0.31,USD
IRWD,Ironwood Pharmaceuticals Inc Class A,2021-02-11,2020-12-31,0.29,USD
ISBC,Investors Bancorp Inc,2021-01-27,2020-12-31,0.25,USD
ISIG,Insignia Systems Inc,2021-03-08,2020-12-31,,USD
ISNS,Image Sensing Systems Inc,2021-03-10,2020-12-31,,USD
ISRG,Intuitive Surgical Inc,2021-04-14,2021-03-31,,USD
ISTR,Investar Holding Corp,2021-04-21,2021-03-31,,USD
IT,Gartner Inc,2021-02-02,2020-12-31,0.82,USD
ITCI,IntraCellular Therapies Inc,2021-03-01,2020-12-31,-0.88,USD
ITGR,Integer Holdings Corp,2021-02-18,2020-12-31,0.61,USD
ITIC,Investors Title Company,2021-02-09,2020-12-31,,USD
ITP,IT Tech Packaging Inc,2021-03-22,2020-12-31,,USD
ITRI,Itron Inc,2021-02-24,2020-12-31,0.31,USD
ITT,ITT Corp,2021-02-19,2020-12-31,0.92,USD
ITW,Illinois Tool Works Inc,2021-02-05,2020-12-31,1.78,USD
IVAC,Intevac Inc,2021-02-03,2020-12-31,0.03,USD
IVC,Invacare Corp,2021-02-08,2020-12-31,-0.2,USD
IVR,Invesco Mortgage Capital Inc,2021-02-17,2020-12-31,0.05,USD
IVZ,Invesco Ltd,2021-01-26,2020-12-31,0.57,USD
IVZ,Invesco Ltd,2021-04-21,2021-03-31,,USD
J,Jacobs Engineering Group Inc,2021-02-09,2020-12-31,1.27,USD
JACK,Jack In The Box Inc,2021-02-17,2020-12-31,1.7,USD
JAKK,Jakks Pacific Inc,2021-02-17,2020-12-31,-1.63,USD
JAZZ,Jazz Pharmaceuticals plc,2021-02-23,2020-12-31,4.23,USD
JBGS,JBG SMITH Properties,2021-02-23,2020-12-31,-0.21,USD
JBHT,J.B. Hunt Transport Services Inc,2021-04-12,2021-03-31,,USD
JBL,Jabil Inc,2021-03-11,2021-02-28,0.94,USD
JBLU,Jetblue Airways Corp,2021-01-28,2020-12-31,-1.69,USD
JBT,John Bean Technologies Corp,2021-02-17,2020-12-31,0.93,USD
JCI,Johnson Controls International plc,2021-01-29,2020-12-31,0.4,USD
JCOM,J2 Global Inc,2021-02-11,2020-12-31,2.79,USD
JCP,JCP,2021-02-25,2020-11-30,,USD
JCPNQ,JCPNQ,2021-02-25,2020-11-30,,USD
JD,JDcom Inc,2021-03-01,2020-12-31,,CNY
JELD,JELD-WEN Holding Inc,2021-02-16,2020-12-31,0.38,USD
JILL,J.Jill Inc,2021-03-02,2021-01-31,,USD
JJSF,J&J Snack Foods Corp,2021-01-25,2020-12-31,0.2,USD
JKHY,Jack Henry & Associates Inc,2021-02-02,2020-12-31,0.87,USD
JKS,JinkoSolar Holding Company Ltd,2021-03-11,2020-12-31,0.36,CNY
JLL,Jones Lang Lasalle Inc,2021-02-09,2020-12-31,3.89,USD
JMP,JMP Group LLC,2021-02-17,2020-12-31,0.15,USD
JNJ,Johnson & Johnson,2021-01-26,2020-12-31,1.83,USD
JNJ,Johnson & Johnson,2021-04-20,2021-03-31,,USD
JNPR,Juniper Networks Inc,2021-01-29,2020-12-31,0.53,USD
JOBS,51job Inc,2021-03-15,2020-12-31,0.74,CNY
JOE,The St Joe Company,2021-02-24,2020-12-31,,USD
JOUT,Johnson Outdoors Inc - Class A,2021-01-29,2020-12-31,0.89,USD
JPM,JPMorgan Chase & Company,2021-04-14,2021-03-31,,USD
JVA,Coffee Holding Company Inc,2021-01-27,2020-10-31,,USD
JVA,Coffee Holding Company Inc,2021-03-15,2021-01-31,,USD
JWA,JWA,2021-03-04,2021-01-31,,USD
JWN,Nordstrom Inc,2021-03-02,2021-02-28,0.24,USD
K,Kellogg Company,2021-02-11,2020-12-31,0.88,USD
KALU,Kaiser Aluminum Corp,2021-02-17,2020-12-31,0.28,USD
KALU,Kaiser Aluminum Corp,2021-04-19,2021-03-31,,USD
KALV,KalVista Pharmaceuticals Inc,2021-03-08,2021-01-31,-0.66,USD
KAMN,Kaman Corp,2021-02-22,2020-12-31,0.58,USD
KAR,KAR Auction Services Inc,2021-02-16,2020-12-31,0.29,USD
KBAL,Kimball International Inc Class B,2021-02-04,2020-12-31,0.15,USD
KBH,KB Home,2021-03-24,2021-02-28,0.9,USD
