symbol,name,reportDate,fiscalDateEnding,estimate,currency
RHP,Ryman Hospitality Properties Inc,2021-02-26,2020-12-31,-1.89,USD
RIBT,RiceBran Technologies,2021-03-22,2020-12-31,-0.06,USD
RICK,RCI Hospitality Holdings Inc,2021-02-09,2020-12-31,0.3,USD
RIG,Transocean Ltd,2021-02-15,2020-12-31,-0.19,USD
RIOT,Riot Blockchain Inc,2021-03-23,2020-12-31,-0.08,USD
RL,Ralph Lauren Corp - Class A,2021-02-04,2020-12-31,1.61,USD
RLGY,Realogy Holdings Corp,2021-02-23,2020-12-31,0.59,USD
RLH,Red Lion Hotels Corporation,2021-02-25,2020-12-31,-0.2,USD
RLI,RLI Corp,2021-01-27,2020-12-31,0.66,USD
RLI,RLI Corp,2021-04-19,2021-03-31,,USD
RLJ,RLJ Lodging Trust,2021-02-23,2020-12-31,-0.64,USD
RM,Regional Management Corp,2021-02-23,2020-12-31,0.85,USD
RMAX,RE/MAX Holdings Inc - Class A,2021-02-18,2020-12-31,0.45,USD
RMBS,Rambus Inc,2021-01-25,2020-12-31,0.25,USD
RMD,Resmed Inc,2021-01-28,2020-12-31,1.26,USD
RMR,RMR Group Inc (The) - Class A,2021-02-01,2020-12-31,0.37,USD
RNET,RigNet Inc,2021-03-02,2020-12-31,-0.29,USD
RNG,RingCentral Inc Class A,2021-02-08,2020-12-31,0.27,USD
RNR,RenaissanceRe Holdings Ltd,2021-01-26,2020-12-31,1.06,USD
RNST,Renasant Corp,2021-01-26,2020-12-31,0.59,USD
RNWK,Realnetworks Inc,2021-02-03,2020-12-31,,USD
ROAD,Construction Partners Inc - Class A,2021-02-05,2020-12-31,0.13,USD
ROCK,Gibraltar Industries Inc,2021-02-26,2020-12-31,0.63,USD
ROG,Rogers Corp,2021-02-18,2020-12-31,1.42,USD
ROIC,Retail Opportunity Investments Corp,2021-02-23,2020-12-31,0.06,USD
ROIC,Retail Opportunity Investments Corp,2021-04-20,2021-03-31,,USD
ROK,Rockwell Automation Inc,2021-01-26,2020-12-31,1.89,USD
ROKU,Roku Inc - Class A,2021-02-11,2020-12-31,-0.07,USD
ROL,Rollins Inc,2021-01-27,2020-12-31,0.13,USD
ROLL,RBC Bearings Inc,2021-02-02,2020-12-31,0.85,USD
ROP,Roper Industries Inc,2021-01-29,2020-12-31,3.48,USD
ROST,Ross Stores Inc,2021-03-01,2021-02-28,1,USD
RP,RealPage Inc,2021-02-25,2020-12-31,0.48,USD
RPAI,Retail Properties of America Inc,2021-02-16,2020-12-31,0.01,USD
RPAY,Repay Holdings Corporation - Class A,2021-03-15,2020-12-31,0.11,USD
RPD,Rapid7 Inc,2021-02-09,2020-12-31,-0.08,USD
RPM,RPM International Inc,2021-04-06,2021-02-28,0.35,USD
RPT,RPT Realty,2021-02-17,2020-12-31,-0.05,USD
RRC,Range Resources Corp,2021-02-25,2020-12-31,0.11,USD
RRD,R.R. Donnelley & Sons Company,2021-02-23,2020-12-31,0.21,USD
RRR,Red Rock Resorts Inc - Class A,2021-02-02,2020-12-31,0.39,USD
RS,Reliance Steel & Aluminum Company,2021-02-18,2020-12-31,1.96,USD
RS,Reliance Steel & Aluminum Company,2021-04-21,2021-03-31,,USD
RSG,Republic Services Inc,2021-02-22,2020-12-31,0.81,USD
RST,RST,2021-03-09,2020-12-31,,USD
RTLR,Rattler Midstream Lp,2021-02-24,2020-12-31,0.23,USD
RTN,RTN,2021-01-28,2020-12-31,,USD
RTX,Raytheon Technologies Corporation,2021-01-26,2020-12-31,0.7,USD
RUBI,RUBI,2021-02-24,2020-12-31,,USD
RUN,Sunrun Inc,2021-02-25,2020-12-31,0.09,USD
RUSHA,Rush Enterprises Inc - Class A,2021-02-10,2020-12-31,0.54,USD
RUSHA,Rush Enterprises Inc - Class A,2021-04-20,2021-03-31,,USD
RUTH,Ruths Hospitality Group Inc,2021-02-19,2020-12-31,0.01,USD
RVNC,Revance Therapeutics Inc,2021-02-22,2020-12-31,-1.24,USD
RWLK,Rewalk Robotics Ltd,2021-02-18,2020-12-31,-0.14,USD
RWT,Redwood Trust Inc,2021-02-25,2020-12-31,0.31,USD
RXN,Rexnord Corp,2021-01-26,2020-12-31,0.38,USD
RYAM,Rayonier Advanced Materials Inc,2021-02-23,2020-12-31,-0.1,USD
RYCFF,RYCFF,2021-02-15,2020-12-31,,USD
RYN,Rayonier Inc,2021-02-03,2020-12-31,0.05,USD
RZB,Reinsurance Group Of America Inc,2021-01-26,2020-12-31,,USD
S,S,2021-01-25,2020-12-31,,USD
SABR,Sabre Corp,2021-02-24,2020-12-31,-0.66,USD
SAFE,Safehold Inc,2021-02-11,2020-12-31,,USD
SAFE,Safehold Inc,2021-04-21,2021-03-31,,USD
SAFM,Sanderson Farms Inc,2021-02-25,2021-01-31,-0.66,USD
SAFT,Safety Insurance Group Inc,2021-02-24,2020-12-31,1.32,USD
SAGE,Sage Therapeutics Inc,2021-02-25,2020-12-31,-0.35,USD
SAH,Sonic Automotive Inc Class A,2021-02-17,2020-12-31,1.39,USD
SAIA,Saia Inc,2021-02-08,2020-12-31,1.29,USD
SAIC,Science Applications International Corp,2021-03-24,2021-01-31,1.47,USD
SAIL,SailPoint Technologies Holdings Inc,2021-02-22,2020-12-31,,USD
SALM,Salem Communications Corp,2021-03-10,2020-12-31,0.03,USD
SALT,Scorpio Bulkers Inc,2021-01-25,2020-12-31,-0.35,USD
SAM,Boston Beer Co. Inc - Class A,2021-02-17,2020-12-31,2.64,USD
SAM,Boston Beer Co. Inc - Class A,2021-04-20,2021-03-31,,USD
SAMG,Silvercrest Asset Management Group Inc - Class A,2021-03-03,2020-12-31,0.36,USD
SANM,Sanmina Corp,2021-01-25,2020-12-31,0.81,USD
SASR,Sandy Spring Bancorp,2021-04-21,2021-03-31,,USD
SATS,EchoStar Corp,2021-02-18,2020-12-31,-0.03,USD
SAVA,Cassava Sciences Inc,2021-03-24,2020-12-31,-0.06,USD
SAVE,Spirit Airlines Inc,2021-02-03,2020-12-31,-1.41,USD
SB,Safe Bulkers Inc,2021-02-24,2020-12-31,0.03,USD
SBAC,SBA Communications Corp Class A,2021-02-01,2020-12-31,0.52,USD
SBCF,Seacoast Banking Corp Of Florida,2021-01-28,2020-12-31,0.48,USD
SBFG,SB Financial Group Inc,2021-01-28,2020-12-31,0.41,USD
SBGI,Sinclair Broadcast Group Inc - Class A,2021-02-24,2020-12-31,5.01,USD
SBH,Sally Beauty Holdings Inc,2021-02-04,2020-12-31,0.47,USD
SBLK,Star Bulk Carriers Corp,2021-02-17,2020-12-31,0.22,USD
SBNY,Signature Bank,2021-04-21,2021-03-31,,USD
SBRA,Sabra Healthcare REIT Inc,2021-02-22,2020-12-31,0.17,USD
SBSI,Southside Bancshares Inc,2021-01-29,2020-12-31,0.64,USD
SBUX,Starbucks Corp,2021-01-26,2020-12-31,0.56,USD
SC,Santander Consumer USA Holdings Inc,2021-01-27,2020-12-31,1.08,USD
SCCO,Southern Copper Corporation,2021-02-23,2020-12-31,0.7,USD
SCCO,Southern Copper Corporation,2021-04-22,2021-03-31,,USD
SCHL,Scholastic Corp,2021-03-17,2021-02-28,-0.55,USD
SCHN,Schnitzer Steel Industries Inc - Class A,2021-03-31,2021-02-28,0.76,USD
SCHW,Charles Schwab Corp,2021-04-13,2021-03-31,,USD
SCI,Service Corp International,2021-02-15,2020-12-31,0.81,USD
SCL,Stepan Company,2021-02-18,2020-12-31,1.08,USD
SCL,Stepan Company,2021-04-19,2021-03-31,,USD
SCM,Stellus Capital Investment Corp,2021-03-01,2020-12-31,0.26,USD
SCOR,Comscore Inc,2021-02-25,2020-12-31,-0.15,USD
SCPL,Sciplay Corp - Class A,2021-02-16,2020-12-31,0.26,USD
SCS,Steelcase Inc - Class A,2021-03-22,2021-02-28,,USD
SCSC,Scansource Inc,2021-02-02,2020-12-31,0.53,USD
SCU,Sculptor Capital Management Inc,2021-02-11,2020-12-31,2.11,USD
SCVL,Shoe Carnival Inc,2021-03-23,2021-02-28,0.32,USD
SDC,Smiledirectclub Inc - Class A,2021-02-23,2020-12-31,-0.09,USD
SDLPF,SDLPF,2021-02-25,2020-12-31,,USD
SDPI,Superior Drilling Products Inc,2021-03-10,2020-12-31,-0.06,USD
SDRL,SDRL,2021-02-25,2020-12-31,,USD
SDRMU,SDRMU,2021-03-10,2020-12-31,,USD
SEAC,Seachange International Inc,2021-04-05,2021-01-31,-0.1,USD
SEAS,SeaWorld Entertainment Inc,2021-02-24,2020-12-31,-0.67,USD
SEB,Seaboard Corp,2021-02-17,2020-12-31,,USD
SEDG,SolarEdge Technologies Inc,2021-02-17,2020-12-31,0.88,USD
SEE,Sealed Air Corp,2021-02-09,2020-12-31,0.78,USD
SEIC,SEI Investments Company,2021-01-27,2020-12-31,0.78,USD
SEIC,SEI Investments Company,2021-04-21,2021-03-31,,USD
SEM,Select Medical Holdings Corporation,2021-02-18,2020-12-31,0.31,USD
SENEA,Seneca Foods Corp - Class A,2021-02-03,2020-12-31,,USD
SENEB,Seneca Foods Corp,2021-02-03,2020-12-31,,USD
SERV,SERV,2021-02-25,2020-12-31,,USD
SF,Stifel Financial Corp,2021-01-28,2020-12-31,1.28,USD
SFBS,ServisFirst Bancshares Inc,2021-01-25,2020-12-31,0.81,USD
SFBS,ServisFirst Bancshares Inc,2021-04-19,2021-03-31,,USD
SFIX,Stitch Fix Inc - Class A,2021-03-08,2021-01-31,-0.22,USD
SFL,Ship Finance International Ltd,2021-02-16,2020-12-31,0.14,USD
SFM,Sprouts Farmers Market Inc,2021-02-18,2020-12-31,0.39,USD
SFNC,Simmons First National Corp - Class A,2021-01-26,2020-12-31,0.39,USD
SFNC,Simmons First National Corp - Class A,2021-04-19,2021-03-31,,USD
SFST,Southern First Bancshares Inc,2021-01-26,2020-12-31,0.63,USD
SFUN,Fang Holdings Ltd,2021-04-22,2021-03-31,,USD
SGA,Saga Communications Inc. Class A,2021-02-04,2020-12-31,,USD
SGEN,Seagen Inc,2021-02-11,2020-12-31,0.87,USD
SGMO,Sangamo Biosciences Inc,2021-02-26,2020-12-31,-0.21,USD
SGMS,Scientific Games Corp,2021-02-16,2020-12-31,-0.4,USD
SGRP,Spar Group Inc,2021-03-25,2020-12-31,,USD
SGRY,Surgery Partners Inc,2021-03-03,2020-12-31,-0.03,USD
SGU,Star Group L.P.,2021-02-01,2020-12-31,,USD
SHAK,Shake Shack Inc Class A,2021-02-22,2020-12-31,-0.12,USD
SHBI,Shore Bancshares Inc,2021-01-28,2020-12-31,0.23,USD
SHEN,Shenandoah Telecommunications Company,2021-02-24,2020-12-31,0.69,USD
SHIP,Seanergy Maritime Holdings Corp,2021-02-11,2020-12-31,-0.01,USD
SHLX,Shell Midstream Partners LP,2021-02-18,2020-12-31,0.32,USD
SHO,Sunstone Hotel Investors Inc,2021-02-16,2020-12-31,-0.34,USD
SHOO,Steven Madden Ltd,2021-02-25,2020-12-31,0.21,USD
SHOP,Shopify Inc - Class A,2021-02-10,2020-12-31,1.27,USD
SHW,Sherwin-Williams Company,2021-01-28,2020-12-31,4.84,USD
SI,Silvergate Capital Corp - Class A,2021-01-25,2020-12-31,0.38,USD
SIC,Select Interior Concepts Inc - Class A,2021-03-10,2020-12-31,0.1,USD
SIFY,Sify Technologies Ltd,2021-01-22,2020-12-31,0.02,INR
SIG,Signet Jewelers Ltd,2021-03-24,2021-02-28,3.4,USD
SIGA,SIGA Technologies Inc,2021-03-03,2020-12-31,,USD
SIGI,Selective Insurance Group Inc,2021-01-28,2020-12-31,1.2,USD
SILC,Silicom Ltd,2021-01-28,2020-12-31,0.46,USD
SILK,Silk Road Medical Inc,2021-02-24,2020-12-31,-0.28,USD
SIMO,Silicon Motion Technology Corp,2021-02-03,2020-12-31,0.71,USD
SIRI,Sirius XM Holdings Inc,2021-02-02,2020-12-31,0.02,USD
SITC,SITE Centers Corp,2021-02-11,2020-12-31,,USD
SITE,SiteOne Landscape Supply Inc,2021-02-16,2020-12-31,-0.07,USD
SITM,SiTime Corp,2021-02-03,2020-12-31,0.36,USD
SIVB,SVB Financial Group,2021-04-22,2021-03-31,,USD
SIVBP,SVB Financial Group 5.25 PRF PERPETUAL USD 25 140th Int Ser A,2021-04-21,2021-03-31,,USD
SIX,Six Flags Entertainment Corp,2021-02-18,2020-12-31,-0.9,USD
SJI,South Jersey Industries Inc,2021-02-24,2020-12-31,0.57,USD
SJM,J.M. Smucker Company,2021-02-25,2021-01-31,2.19,USD
SJT,San Juan Basin Royalty Trust,2021-03-15,2020-12-31,,USD
SJW,SJW Group,2021-02-24,2020-12-31,0.35,USD
SKT,Tanger Factory Outlet Centers Inc,2021-01-25,2020-12-31,-0.02,USD
SKX,Skechers U S A Inc - Class A,2021-02-04,2020-12-31,0.31,USD
SKX,Skechers U S A Inc - Class A,2021-04-21,2021-03-31,,USD
SKY,Skyline Champion Corp,2021-01-26,2020-12-31,0.24,USD
SKYW,Skywest Inc,2021-02-04,2020-12-31,-0.83,USD
SLAB,Silicon Laboratories Inc,2021-02-03,2020-12-31,0.73,USD
SLB,Schlumberger Ltd,2021-01-22,2020-12-31,0.17,USD
SLB,Schlumberger Ltd,2021-04-15,2021-03-31,,USD
SLCA,U.S. Silica Holdings Inc,2021-02-23,2020-12-31,-0.36,USD
SLG,SL Green Realty Corp,2021-01-27,2020-12-31,-0.2,USD
SLG,SL Green Realty Corp,2021-04-20,2021-03-31,,USD
SLGG,Super League Gaming Inc,2021-03-22,2020-12-31,-0.23,USD
SLGN,Silgan Holdings Inc,2021-01-26,2020-12-31,0.53,USD
SLGN,Silgan Holdings Inc,2021-04-20,2021-03-31,,USD
SLM,SLM Corp,2021-01-27,2020-12-31,0.33,USD
SLM,SLM Corp,2021-04-20,2021-03-31,,USD
SLMBP,SLM Corporation Floating Rate NonCumulative Preferred Stock Series B,2021-04-20,2021-03-31,,USD
SLNO,Soleno Therapeutics Inc,2021-03-02,2020-12-31,-0.07,USD
SLRC,Solar Capital Ltd,2021-02-24,2020-12-31,0.35,USD
SLRX,Salarius Pharmaceuticals Inc,2021-03-22,2020-12-31,-0.11,USD
SM,SM Energy Company,2021-02-17,2020-12-31,-0.03,USD
SMAR,Smartsheet Inc - Class A,2021-03-15,2021-01-31,-0.13,USD
SMCI,Super Micro Computer Inc,2021-02-02,2020-12-31,0.44,USD
SMED,Sharps Compliance Corp,2021-01-28,2020-12-31,0.07,USD
SMG,Scotts Miracle-Gro Company - Class A,2021-02-03,2020-12-31,-0.76,USD
SMHI,SEACOR Marine Holdings Inc,2021-03-02,2020-12-31,-0.72,USD
SMLP,Summit Midstream Partners LP,2021-02-26,2020-12-31,14.4,USD
SMMF,Summit Financial Group Inc,2021-01-22,2020-12-31,0.46,USD
SMPL,Simply Good Foods Company,2021-04-05,2021-02-28,0.23,USD
SMRT,SMRT,2021-03-09,2021-02-28,,USD
SMTC,Semtech Corp,2021-03-09,2021-01-31,0.48,USD
SNA,Snap-on Inc,2021-02-04,2020-12-31,2.93,USD
SNA,Snap-on Inc,2021-04-19,2021-03-31,,USD
SNAP,Snap Inc - Class A,2021-02-02,2020-12-31,0.07,USD
SNAP,Snap Inc - Class A,2021-04-19,2021-03-31,,USD
SNBR,Sleep Number Corp,2021-02-17,2020-12-31,1.38,USD
SNBR,Sleep Number Corp,2021-04-20,2021-03-31,,USD
SNCR,Synchronoss Technologies Inc,2021-03-08,2020-12-31,-0.2,USD
SNDR,Schneider National Inc - Class B,2021-02-03,2020-12-31,0.39,USD
SNDX,Syndax Pharmaceuticals Inc,2021-03-01,2020-12-31,-0.49,USD
SNEX,StoneX Group Inc,2021-02-03,2020-12-31,1.39,USD
SNGX,Soligenix Inc,2021-03-29,2020-12-31,-0.08,USD
SNMP,,2021-03-11,2020-12-31,,USD
SNPS,Synopsys Inc,2021-02-17,2021-01-31,1.47,USD
SNR,New Senior Investment Group Inc,2021-02-25,2020-12-31,-0.06,USD
SNV,Synovus Financial Corp,2021-01-26,2020-12-31,0.8,USD
SNV,Synovus Financial Corp,2021-04-22,2021-03-31,,USD
SNX,Synnex Corp,2021-03-22,2021-02-28,1.67,USD
SO,Southern Company,2021-02-18,2020-12-31,0.4,USD
SOHO,Sotherly Hotels Inc,2021-03-04,2020-12-31,-0.67,USD
SOHOB,Sotherly Hotels Inc 80 Series B Cumulative Redeemable Perpetual Preferred Stock,2021-02-25,2020-12-31,,USD
SOHOO,Sotherly Hotels Inc 7875 Series C Cumulative Redeemable Perpetual Preferred Stock,2021-02-25,2020-12-31,,USD
SOHU,Sohucom Inc,2021-03-08,2020-12-31,0.48,USD
SOL,ReneSola Ltd,2021-03-11,2020-12-31,,USD
SON,Sonoco Products Company,2021-02-11,2020-12-31,0.76,USD
SON,Sonoco Products Company,2021-04-22,2021-03-31,,USD
SONA,Southern National Banc of Virginia Inc,2021-01-28,2020-12-31,0.27,USD
SONN,Sonnet BioTherapeutics Holdings Inc,2021-03-16,2020-12-31,,USD
SONO,Sonos Inc,2021-02-03,2020-12-31,0.87,USD
SP,SP Plus Corp,2021-02-17,2020-12-31,0.16,USD
SPB,Spectrum Brands Holdings Inc,2021-01-28,2020-12-31,0.8,USD
SPCE,Virgin Galactic Holdings Inc Class A,2021-02-25,2020-12-31,-0.3,USD
SPEX,SPEX,2021-02-01,2020-12-31,,USD
SPFI,South Plains Financial Inc,2021-01-27,2020-12-31,0.74,USD
SPG,Simon Property Group Inc,2021-02-02,2020-12-31,0.72,USD
SPGI,S&P Global Inc,2021-02-04,2020-12-31,2.5,USD
SPH,Suburban Propane Partners LP,2021-02-04,2020-12-31,0.69,USD
SPLK,Splunk Inc,2021-03-02,2021-01-31,0.04,USD
SPNS,Sapiens International Corp NV,2021-02-22,2020-12-31,0.25,USD
SPOK,Spok Holdings Inc,2021-02-24,2020-12-31,,USD
SPOT,Spotify Inc,2021-02-03,2020-12-31,-0.72,EUR
SPR,Spirit Aerosystems Holdings Inc - Class A,2021-02-26,2020-12-31,-0.78,USD
SPRO,Spero Therapeutics Inc,2021-03-15,2020-12-31,-0.74,USD
SPRT,Support.com Inc,2021-03-16,2020-12-31,,USD
SPSC,SPS Commerce Inc,2021-02-11,2020-12-31,0.34,USD
SPTN,SpartanNash Company,2021-02-17,2020-12-31,0.45,USD
SPWR,Sunpower Corp,2021-02-10,2020-12-31,0.06,USD
SPXC,SPX Corp,2021-02-11,2020-12-31,0.94,USD
SQ,Square Inc Class A,2021-02-24,2020-12-31,0.25,USD
SQBG,Sequential Brands Group Inc,2021-03-11,2020-12-31,,USD
SQNS,Sequans Communications S.A,2021-02-09,2020-12-31,-0.25,USD
SR,Spire Inc,2021-02-04,2020-12-31,1.29,USD
SRC,Spirit Realty Capital Inc,2021-02-23,2020-12-31,0.18,USD
SRC,Spirit Realty Capital Inc,2021-04-12,2021-03-31,,USD
SRCE,1st Source Corp,2021-04-21,2021-03-31,,USD
SRCL,Stericycle Inc,2021-02-25,2020-12-31,0.63,USD
SRE,Sempra Energy,2021-02-25,2020-12-31,1.57,USD
SREV,ServiceSource International Inc,2021-02-17,2020-12-31,,USD
SRG,Seritage Growth Properties - Class A,2021-02-25,2020-12-31,,USD
SRGA,Surgalign Holdings Inc,2021-02-11,2020-12-31,-0.13,USD
SRI,Stoneridge Inc,2021-02-24,2020-12-31,0.02,USD
SRLP,Sprague Resources LP,2021-03-03,2020-12-31,0.24,USD
SRPT,Sarepta Therapeutics Inc,2021-02-24,2020-12-31,-1.84,USD
SRRK,Scholar Rock Holding Corp,2021-03-10,2020-12-31,-0.63,USD
SSB,South State Corp,2021-01-27,2020-12-31,1.45,USD
SSB,South State Corp,2021-04-21,2021-03-31,,USD
SSD,Simpson Manufacturing Co. Inc,2021-02-01,2020-12-31,0.66,USD
SSNC,SS&C Technologies Holdings Inc,2021-02-10,2020-12-31,1.05,USD
SSP,E.W. Scripps Company. Class A,2021-02-26,2020-12-31,1.28,USD
SSSS,SuRo Capital Corp,2021-03-08,2020-12-31,0.53,USD
SSTK,Shutterstock Inc,2021-02-11,2020-12-31,0.6,USD
SSW,SSW,2021-02-17,2020-12-31,,USD
SSY,Sunlink Health Systems Inc,2021-02-11,2020-12-31,,USD
SSYS,Stratasys Ltd,2021-02-24,2020-12-31,,USD
ST,Sensata Technologies Holding Plc,2021-02-02,2020-12-31,0.75,USD
STAA,STAAR Surgical Company,2021-02-24,2021-01-31,0.02,USD
STAG,STAG Industrial Inc,2021-02-10,2020-12-31,0.08,USD
STAR,iStar Inc,2021-02-22,2020-12-31,0.06,USD
STAY,Extended Stay America Inc,2021-02-24,2020-12-31,0.02,USD
STBA,S & T Bancorp Inc,2021-01-28,2020-12-31,0.51,USD
STC,Stewart Information Services Corp,2021-02-03,2020-12-31,0.02,USD
STC,Stewart Information Services Corp,2021-04-20,2021-03-31,,USD
STCN,Steel Connect Inc,2021-03-10,2021-01-31,,USD
STE,Steris Plc,2021-02-02,2020-12-31,1.52,USD
STFC,State Auto Financial,2021-02-18,2020-12-31,0.6,USD
STLD,Steel Dynamics Inc,2021-01-25,2020-12-31,0.83,USD
STLD,Steel Dynamics Inc,2021-04-19,2021-03-31,,USD
STML,STML,2021-03-11,2020-12-31,,USD
STMP,Stamps.com Inc,2021-02-17,2020-12-31,2.37,USD
STNG,Scorpio Tankers Inc,2021-02-17,2020-12-31,-0.79,USD
STOR,Store Capital Corp,2021-02-18,2020-12-31,0.22,USD
STRA,Strategic Education Inc,2021-02-26,2020-12-31,1.48,USD
STT,State Street Corp,2021-04-15,2021-03-31,,USD
STWD,Starwood Property Trust Inc,2021-02-23,2020-12-31,0.48,USD
STX,Seagate Technology Plc,2021-04-20,2021-01-31,1.13,USD
STXB,Spirit of Texas Bancshares Inc,2021-01-25,2020-12-31,0.41,USD
STZ,Constellation Brands Inc - Class A,2021-04-01,2021-02-28,1.54,USD
SUI,Sun Communities Inc,2021-02-17,2020-12-31,0.09,USD
SUI,Sun Communities Inc,2021-04-20,2021-03-31,,USD
SUM,Summit Materials Inc - Class A,2021-02-03,2020-12-31,0.17,USD
SUN,Sunoco LP,2021-02-17,2020-12-31,0.79,USD
SUNS,Solar Senior Capital Ltd,2021-02-24,2020-12-31,0.3,USD
SUNW,Sunworks Inc,2021-03-29,2020-12-31,-0.05,USD
SUPN,Supernus Pharmaceuticals Inc,2021-02-23,2020-12-31,0.48,USD
SVC,Service Properties Trust,2021-02-26,2020-12-31,-0.36,USD
SVMK,SVMK Inc,2021-02-11,2020-12-31,,USD
SWAV,ShockWave Medical Inc,2021-02-11,2020-12-31,-0.42,USD
SWBI,Smith & Wesson Brands Inc,2021-03-03,2021-01-31,0.76,USD
SWBIV,SWBIV,2021-03-03,2020-12-31,,USD
SWCH,Switch Inc - Class A,2021-02-25,2020-12-31,0.05,USD
SWI,SolarWinds Corp,2021-02-02,2020-12-31,0.25,USD
SWK,Stanley Black & Decker Inc,2021-01-28,2020-12-31,2.94,USD
SWKS,Skyworks Solutions Inc,2021-01-28,2020-12-31,2.08,USD
SWM,SchweitzerMauduit International Inc,2021-02-18,2020-12-31,0.7,USD
SWN,Southwestern Energy Company,2021-02-25,2020-12-31,0.13,USD
SWX,Southwest Gas Holdings Inc,2021-02-24,2020-12-31,1.58,USD
SXC,SunCoke Energy Inc,2021-01-27,2020-12-31,-0.11,USD
SXI,Standex International Corp,2021-02-01,2020-12-31,1,USD
SXT,Sensient Technologies Corp,2021-02-12,2020-12-31,0.61,USD
SYBT,Stock Yards Bancorp Inc,2021-01-27,2020-12-31,0.55,USD
SYBT,Stock Yards Bancorp Inc,2021-04-20,2021-03-31,,USD
SYBX,Synlogic Inc,2021-03-10,2020-12-31,-0.4,USD
SYF,Synchrony Financial,2021-01-29,2020-12-31,0.87,USD
SYF,Synchrony Financial,2021-04-19,2021-03-31,,USD
SYK,Stryker Corp,2021-01-27,2020-12-31,2.55,USD
SYKE,Sykes Enterprises Inc,2021-02-24,2020-12-31,0.78,USD
SYNA,Synaptics Inc,2021-02-04,2020-12-31,2.12,USD
SYNC,Synacor Inc,2021-03-01,2020-12-31,-0.01,USD
SYNH,Syneos Health Inc - Class A,2021-02-18,2020-12-31,1.1,USD
SYX,Systemax Inc,2021-02-23,2020-12-31,0.43,USD
SYY,Sysco Corp,2021-02-01,2020-12-31,0.36,USD
T,AT&T Inc,2021-01-27,2020-12-31,0.73,USD
T,AT&T Inc,2021-04-20,2021-03-31,,USD
TA,TravelCenters of America LLC,2021-02-23,2020-12-31,-0.26,USD
TALO,Talos Energy Inc,2021-02-01,2020-12-31,-0.29,USD
TAP,Molson Coors Beverage Company Class B,2021-02-11,2020-12-31,0.77,USD
TARA,Protara Therapeutics Inc,2021-03-18,2020-12-31,-0.6,USD
TARO,Taro Pharmaceutical Industries Ltd,2021-02-01,2020-12-31,1.01,USD
TAST,Carrols Restaurant Group Inc,2021-02-01,2020-12-31,0.02,USD
TATT,TAT Technologies Ltd,2021-03-17,2020-12-31,,USD
TBBK,Bancorp Inc,2021-01-28,2020-12-31,0.36,USD
TBI,TrueBlue Inc,2021-02-03,2020-12-31,0.18,USD
TBK,Triumph Bancorp Inc,2021-04-19,2021-03-31,,USD
TBKCP,,2021-04-19,2021-03-31,,USD
TCBI,Texas Capital Bancshares Inc,2021-04-20,2021-03-31,,USD
TCBIP,Texas Capital Bancshares Inc Non Cumulative Preferred Perpetual Stock Series A,2021-04-20,2021-03-31,,USD
TCBK,Trico Bancshares,2021-01-26,2020-12-31,0.69,USD
TCDA,Tricida Inc,2021-02-26,2020-12-31,-1.12,USD
TCF,TCF Financial Corp,2021-01-25,2020-12-31,0.71,USD
TCFC,Community Financial Corp,2021-01-29,2020-12-31,0.69,USD
TCFCP,TCF Financial Corp 5.70 PRF PERPETUAL USD 25 Ser C Dep Rep 11000,2021-01-25,2020-12-31,,USD
TCI,Transcontinental Realty Investors Inc,2021-03-29,2020-12-31,,USD
TCO,Taubman Centers Inc,2021-02-08,2020-12-31,-0.06,USD
TCOM,Ctripcom International Ltd,2021-03-16,2020-12-31,0.04,CNY
TCON,TRACON Pharmaceuticals Inc,2021-02-25,2020-12-31,-0.32,USD
TCP,TC Pipelines LP,2021-02-18,2020-12-31,1.02,USD
TCPC,TCP Capital Corp,2021-02-25,2020-12-31,0.33,USD
TCRD,TCRD,2021-03-03,2020-12-31,,USD
TCS,Container Store Group Inc,2021-02-02,2020-12-31,0.25,USD
TDC,Teradata Corp,2021-02-04,2020-12-31,0.25,USD
TDG,Transdigm Group Inc,2021-02-02,2020-12-31,2.1,USD
TDOC,Teladoc Health Inc,2021-02-24,2020-12-31,-0.26,USD
TDS,Telephone And Data Systems Inc,2021-02-18,2020-12-31,-0.02,USD
TDW,Tidewater Inc - New,2021-03-01,2020-12-31,-0.59,USD
TDY,Teledyne Technologies Inc,2021-04-20,2021-03-31,,USD
TEAM,Atlassian Corporation Plc Class A,2021-01-28,2020-12-31,0.32,USD
TECD,TECD,2021-03-03,2021-01-31,,USD
TECH,Bio-Techne Corp,2021-02-02,2020-12-31,1.37,USD
TEL,TE Connectivity Ltd,2021-01-27,2020-12-31,1.27,USD
TELL,Tellurian Inc,2021-02-22,2020-12-31,-0.06,USD
TEN,Tenneco Inc Class A,2021-02-18,2020-12-31,0.93,USD
TENB,Tenable Holdings Inc,2021-02-02,2020-12-31,0.06,USD
TENX,Tenax Therapeutics Inc,2021-03-29,2020-12-31,-0.14,USD
TER,Teradyne Inc,2021-04-19,2021-03-31,,USD
TERP,TERP,2021-03-15,2020-12-31,,USD
TEX,Terex Corp,2021-02-11,2020-12-31,0.01,USD
TFC,Truist Financial Corporation,2021-04-15,2021-03-31,,USD
TFSL,TFS Financial Corporation,2021-01-28,2020-12-31,0.07,USD
TFX,Teleflex Inc,2021-02-18,2020-12-31,3.05,USD
